	SM57_PROX_20MM		
11537.109375	-10.43	-5.20	0.23
11540.039063	-10.44	-5.35	0.81
11542.968750	-10.44	-5.45	0.70
11545.898438	-10.45	-5.49	0.53
11548.828125	-10.45	-5.48	0.85
11551.757813	-10.45	-5.41	0.91
11554.687500	-10.46	-5.29	0.86
11557.617188	-10.46	-5.12	0.87
11560.546875	-10.46	-4.93	0.79
11563.476563	-10.47	-4.71	0.92
11566.406250	-10.47	-4.46	0.55
11569.335938	-10.48	-4.20	0.36
11572.265625	-10.48	-3.95	0.10
11575.195313	-10.49	-3.71	0.51
11578.125000	-10.49	-3.46	0.18
11581.054688	-10.49	-3.21	0.14
11583.984375	-10.50	-2.95	0.44
11586.914063	-10.50	-2.69	0.23
11589.843750	-10.51	-2.44	0.48
11592.773438	-10.51	-2.17	0.40
11595.703125	-10.51	-1.87	0.21
11598.632813	-10.52	-1.57	0.33
11601.562500	-10.52	-1.25	0.81
11604.492188	-10.53	-0.90	0.69
11607.421875	-10.53	-0.53	0.59
11610.351563	-10.53	-0.16	0.80
11613.281250	-10.54	0.22	0.37
11616.210938	-10.54	0.60	0.54
11619.140625	-10.55	0.98	0.43
11622.070313	-10.55	1.35	0.49
11625.000000	-10.56	1.70	0.19
11627.929688	-10.56	2.03	0.36
11630.859375	-10.56	2.37	0.69
11633.789063	-10.57	2.70	0.53
11636.718750	-10.57	3.04	0.42
11639.648438	-10.58	3.39	0.64
11642.578125	-10.58	3.75	0.70
11645.507813	-10.58	4.13	0.78
11648.437500	-10.59	4.54	0.70
11651.367188	-10.59	4.98	0.70
11654.296875	-10.60	5.43	0.65
11657.226563	-10.60	5.90	0.36
11660.156250	-10.60	6.36	0.54
11663.085938	-10.61	6.83	0.44
11666.015625	-10.61	7.28	0.49
11668.945313	-10.62	7.71	0.68
11671.875000	-10.62	8.11	0.49
11674.804688	-10.63	8.50	0.25
11677.734375	-10.63	8.87	0.70
11680.664063	-10.63	9.22	0.61
11683.593750	-10.64	9.55	0.48
11686.523438	-10.64	9.87	0.68
11689.453125	-10.65	10.17	0.50
11692.382813	-10.65	10.45	0.48
11695.312500	-10.66	10.71	0.44
11698.242188	-10.66	10.96	0.43
11701.171875	-10.67	11.22	0.78
11704.101563	-10.67	11.45	0.71
11707.031250	-10.68	11.67	0.87
11709.960938	-10.68	11.85	0.75
11712.890625	-10.69	12.00	0.65
11715.820313	-10.69	12.14	0.60
11718.750000	-10.70	12.30	0.53
11721.679688	-10.70	12.46	0.28
11724.609375	-10.71	12.62	0.39
11727.539063	-10.71	12.77	0.41
11730.468750	-10.72	12.93	0.27
11733.398438	-10.72	13.09	0.57
11736.328125	-10.73	13.24	0.57
11739.257813	-10.73	13.37	0.84
11742.187500	-10.74	13.49	0.51
11745.117188	-10.74	13.61	0.52
11748.046875	-10.75	13.75	0.65
11750.976563	-10.75	13.87	0.85
11753.906250	-10.76	13.99	0.58
11756.835938	-10.76	14.10	0.44
11759.765625	-10.77	14.21	0.59
11762.695313	-10.77	14.30	0.79
11765.625000	-10.78	14.35	0.45
11768.554688	-10.78	14.39	0.78
11771.484375	-10.79	14.46	0.57
11774.414063	-10.79	14.55	0.62
11777.343750	-10.80	14.65	0.34
11780.273438	-10.81	14.74	0.78
11783.203125	-10.81	14.79	0.85
11786.132813	-10.82	14.78	0.28
11789.062500	-10.82	14.74	0.57
11791.992188	-10.83	14.68	0.69
11794.921875	-10.83	14.58	0.61
11797.851563	-10.84	14.45	0.35
11800.781250	-10.85	14.31	0.48
11803.710938	-10.85	14.16	0.43
11806.640625	-10.86	14.01	0.51
11809.570313	-10.86	13.85	0.54
11812.500000	-10.87	13.66	0.32
11815.429688	-10.87	13.48	0.36
11818.359375	-10.88	13.27	0.53
11821.289063	-10.89	13.05	0.15
11824.218750	-10.89	12.83	0.63
11827.148438	-10.90	12.62	0.40
11830.078125	-10.90	12.41	0.37
11833.007813	-10.91	12.18	0.41
11835.937500	-10.92	11.95	0.65
11838.867188	-10.92	11.70	0.81
11841.796875	-10.93	11.42	0.88
11844.726563	-10.93	11.11	0.61
11847.656250	-10.94	10.80	0.64
11850.585938	-10.94	10.46	0.55
11853.515625	-10.95	10.09	0.71
11856.445313	-10.96	9.69	0.58
11859.375000	-10.96	9.28	0.40
11862.304688	-10.97	8.86	0.30
11865.234375	-10.97	8.44	0.25
11868.164063	-10.98	8.00	0.51
11871.093750	-10.99	7.56	0.44
11874.023438	-10.99	7.12	0.32
11876.953125	-11.00	6.69	0.36
11879.882813	-11.00	6.26	0.38
11882.812500	-11.01	5.84	0.62
11885.742188	-11.02	5.43	0.69
11888.671875	-11.02	5.03	0.83
11891.601563	-11.03	4.64	0.93
11894.531250	-11.03	4.25	0.91
11897.460938	-11.04	3.88	0.67
11900.390625	-11.05	3.54	0.74
11903.320313	-11.05	3.22	0.75
11906.250000	-11.06	2.94	0.29
11909.179688	-11.06	2.66	0.51
11912.109375	-11.07	2.40	0.37
11915.039063	-11.08	2.15	0.07
11917.968750	-11.08	1.90	0.61
11920.898438	-11.09	1.66	0.72
11923.828125	-11.09	1.44	0.63
11926.757813	-11.10	1.24	0.60
11929.687500	-11.11	1.06	0.82
11932.617188	-11.11	0.87	0.87
11935.546875	-11.12	0.69	0.41
11938.476563	-11.12	0.51	0.89
11941.406250	-11.13	0.35	0.88
11944.335938	-11.14	0.23	0.83
11947.265625	-11.14	0.12	0.78
11950.195313	-11.15	0.03	0.83
11953.125000	-11.15	-0.05	0.58
11956.054688	-11.16	-0.13	0.33
11958.984375	-11.16	-0.19	0.60
11961.914063	-11.17	-0.25	0.65
11964.843750	-11.18	-0.31	0.80
11967.773438	-11.18	-0.34	0.96
11970.703125	-11.19	-0.36	0.97
11973.632813	-11.19	-0.35	0.91
11976.562500	-11.20	-0.32	0.92
11979.492188	-11.21	-0.27	0.95
11982.421875	-11.21	-0.20	0.61
11985.351563	-11.22	-0.13	0.56
11988.281250	-11.22	-0.06	0.42
11991.210938	-11.23	0.00	0.53
11994.140625	-11.24	0.07	0.45
11997.070313	-11.24	0.14	0.50
12000.000000	-11.25	0.20	0.38
12002.929688	-11.25	0.27	0.57
12005.859375	-11.26	0.34	0.64
12008.789063	-11.26	0.42	0.73
12011.718750	-11.27	0.50	0.76
12014.648438	-11.27	0.58	0.77
12017.578125	-11.28	0.69	0.93
12020.507813	-11.29	0.82	0.81
12023.437500	-11.29	0.95	0.84
12026.367188	-11.30	1.07	0.62
12029.296875	-11.30	1.20	0.43
12032.226563	-11.31	1.32	0.71
12035.156250	-11.31	1.45	0.92
12038.085938	-11.32	1.58	0.90
12041.015625	-11.32	1.72	0.36
12043.945313	-11.33	1.87	0.73
12046.875000	-11.33	2.03	0.68
12049.804688	-11.34	2.19	0.93
12052.734375	-11.35	2.36	0.73
12055.664063	-11.35	2.53	0.58
12058.593750	-11.36	2.72	0.55
12061.523438	-11.36	2.89	0.53
12064.453125	-11.37	3.07	0.57
12067.382813	-11.37	3.24	0.84
12070.312500	-11.38	3.40	0.81
12073.242188	-11.39	3.56	0.78
12076.171875	-11.39	3.73	0.79
12079.101563	-11.40	3.89	0.28
12082.031250	-11.40	4.05	0.57
12084.960938	-11.41	4.20	0.46
12087.890625	-11.42	4.36	0.33
12090.820313	-11.42	4.51	0.24
12093.750000	-11.43	4.66	0.62
12096.679688	-11.43	4.80	0.89
12099.609375	-11.44	4.93	0.93
12102.539063	-11.44	5.05	0.89
12105.468750	-11.45	5.16	0.75
12108.398438	-11.46	5.27	0.68
12111.328125	-11.46	5.36	0.48
12114.257813	-11.47	5.44	0.64
12117.187500	-11.47	5.52	0.34
12120.117188	-11.48	5.59	0.13
12123.046875	-11.49	5.66	0.41
12125.976563	-11.49	5.73	0.41
12128.906250	-11.50	5.79	0.75
12131.835938	-11.50	5.87	0.75
12134.765625	-11.51	5.97	0.89
12137.695313	-11.52	6.08	0.33
12140.625000	-11.52	6.20	0.19
12143.554688	-11.53	6.32	0.12
12146.484375	-11.53	6.44	0.08
12149.414063	-11.54	6.54	0.84
12152.343750	-11.55	6.63	0.11
12155.273438	-11.55	6.71	0.42
12158.203125	-11.56	6.80	0.33
12161.132813	-11.57	6.89	0.53
12164.062500	-11.57	6.98	0.53
12166.992188	-11.58	7.06	0.56
12169.921875	-11.58	7.13	0.48
12172.851563	-11.59	7.20	0.84
12175.781250	-11.60	7.26	0.70
12178.710938	-11.60	7.31	0.24
12181.640625	-11.61	7.35	0.29
12184.570313	-11.61	7.39	0.16
12187.500000	-11.62	7.41	0.21
12190.429688	-11.63	7.42	0.64
12193.359375	-11.63	7.42	0.64
12196.289063	-11.64	7.40	0.88
12199.218750	-11.64	7.36	0.64
12202.148438	-11.65	7.30	0.40
12205.078125	-11.66	7.23	0.19
12208.007813	-11.66	7.15	0.12
12210.937500	-11.67	7.08	0.45
12213.867188	-11.68	7.01	0.35
12216.796875	-11.68	6.92	0.49
12219.726563	-11.69	6.83	0.50
12222.656250	-11.69	6.73	0.41
12225.585938	-11.70	6.63	0.71
12228.515625	-11.71	6.51	0.74
12231.445313	-11.71	6.38	0.17
12234.375000	-11.72	6.24	0.16
12237.304688	-11.72	6.11	0.49
12240.234375	-11.73	5.97	0.54
12243.164063	-11.73	5.82	0.47
12246.093750	-11.74	5.68	0.22
12249.023438	-11.75	5.53	0.22
12251.953125	-11.75	5.39	0.16
12254.882813	-11.76	5.25	0.23
12257.812500	-11.76	5.12	0.58
12260.742188	-11.77	4.98	0.27
12263.671875	-11.77	4.84	0.45
12266.601563	-11.78	4.70	0.82
12269.531250	-11.78	4.54	0.55
12272.460938	-11.79	4.37	0.82
12275.390625	-11.80	4.18	0.74
12278.320313	-11.80	3.99	0.55
12281.250000	-11.81	3.80	0.40
12284.179688	-11.81	3.62	0.24
12287.109375	-11.82	3.45	0.20
12290.039063	-11.82	3.28	0.91
12292.968750	-11.83	3.12	0.76
12295.898438	-11.83	2.96	0.62
12298.828125	-11.84	2.81	0.67
12301.757813	-11.84	2.66	0.54
12304.687500	-11.85	2.52	0.69
12307.617188	-11.85	2.39	0.70
12310.546875	-11.86	2.26	0.33
12313.476563	-11.86	2.13	0.45
12316.406250	-11.87	2.00	0.38
12319.335938	-11.87	1.87	0.70
12322.265625	-11.88	1.75	0.30
12325.195313	-11.88	1.62	0.18
12328.125000	-11.89	1.50	0.74
12331.054688	-11.89	1.37	0.44
12333.984375	-11.90	1.25	0.45
12336.914063	-11.90	1.12	0.52
12339.843750	-11.91	1.00	0.35
12342.773438	-11.91	0.87	0.46
12345.703125	-11.92	0.75	0.72
12348.632813	-11.92	0.63	0.46
12351.562500	-11.93	0.50	0.34
12354.492188	-11.93	0.39	0.64
12357.421875	-11.93	0.28	0.60
12360.351563	-11.94	0.18	0.54
12363.281250	-11.94	0.07	0.93
12366.210938	-11.95	-0.02	0.84
12369.140625	-11.95	-0.10	0.85
12372.070313	-11.96	-0.16	0.64
12375.000000	-11.96	-0.22	0.83
12377.929688	-11.97	-0.28	0.83
12380.859375	-11.97	-0.35	0.84
12383.789063	-11.97	-0.42	0.71
12386.718750	-11.98	-0.49	0.89
12389.648438	-11.98	-0.55	0.79
12392.578125	-11.99	-0.60	0.85
12395.507813	-11.99	-0.65	0.83
12398.437500	-12.00	-0.70	0.79
12401.367188	-12.00	-0.75	0.70
12404.296875	-12.01	-0.79	0.77
12407.226563	-12.01	-0.83	0.60
12410.156250	-12.01	-0.87	0.41
12413.085938	-12.02	-0.90	0.38
12416.015625	-12.02	-0.93	0.41
12418.945313	-12.03	-0.95	0.22
12421.875000	-12.03	-0.98	0.83
12424.804688	-12.04	-1.01	0.57
12427.734375	-12.04	-1.04	0.61
12430.664063	-12.05	-1.07	0.23
12433.593750	-12.05	-1.09	0.22
12436.523438	-12.06	-1.10	0.58
12439.453125	-12.06	-1.11	0.70
12442.382813	-12.07	-1.12	0.63
12445.312500	-12.07	-1.13	0.65
12448.242188	-12.07	-1.16	0.70
12451.171875	-12.08	-1.18	0.63
12454.101563	-12.08	-1.22	0.68
12457.031250	-12.09	-1.26	0.62
12459.960938	-12.09	-1.31	0.67
12462.890625	-12.10	-1.37	0.51
12465.820313	-12.10	-1.42	0.62
12468.750000	-12.11	-1.49	0.43
12471.679688	-12.11	-1.55	0.71
12474.609375	-12.12	-1.62	0.78
12477.539063	-12.12	-1.69	0.83
12480.468750	-12.13	-1.76	0.72
12483.398438	-12.13	-1.84	0.68
12486.328125	-12.14	-1.91	0.57
12489.257813	-12.14	-1.97	0.11
12492.187500	-12.15	-2.04	0.59
12495.117188	-12.15	-2.11	0.83
12498.046875	-12.16	-2.19	0.70
12500.976563	-12.16	-2.26	0.51
12503.906250	-12.17	-2.33	0.65
12506.835938	-12.17	-2.39	0.14
12509.765625	-12.18	-2.46	0.18
12512.695313	-12.18	-2.52	0.60
12515.625000	-12.19	-2.59	0.70
12518.554688	-12.19	-2.65	0.90
12521.484375	-12.20	-2.72	0.88
12524.414063	-12.20	-2.79	0.77
12527.343750	-12.21	-2.85	0.49
12530.273438	-12.21	-2.92	0.21
12533.203125	-12.22	-2.99	0.52
12536.132813	-12.22	-3.06	0.54
12539.062500	-12.23	-3.13	0.50
12541.992188	-12.23	-3.20	0.73
12544.921875	-12.23	-3.28	0.62
12547.851563	-12.24	-3.36	0.25
12550.781250	-12.24	-3.45	0.54
12553.710938	-12.25	-3.54	0.22
12556.640625	-12.25	-3.64	0.33
12559.570313	-12.26	-3.73	0.83
12562.500000	-12.26	-3.83	0.63
12565.429688	-12.27	-3.94	0.43
12568.359375	-12.27	-4.04	0.40
12571.289063	-12.27	-4.14	0.52
12574.218750	-12.28	-4.25	0.62
12577.148438	-12.28	-4.35	0.33
12580.078125	-12.29	-4.46	0.56
12583.007813	-12.29	-4.58	0.57
12585.937500	-12.30	-4.69	0.30
12588.867188	-12.30	-4.79	0.49
12591.796875	-12.30	-4.90	0.29
12594.726563	-12.31	-5.01	0.10
12597.656250	-12.31	-5.13	0.43
12600.585938	-12.32	-5.26	0.77
12603.515625	-12.32	-5.40	0.44
12606.445313	-12.33	-5.56	0.42
12609.375000	-12.33	-5.71	0.12
12612.304688	-12.33	-5.86	0.59
12615.234375	-12.34	-6.02	0.49
12618.164063	-12.34	-6.18	0.42
12621.093750	-12.35	-6.34	0.80
12624.023438	-12.35	-6.52	0.63
12626.953125	-12.35	-6.71	0.44
12629.882813	-12.36	-6.91	0.52
12632.812500	-12.36	-7.11	0.50
12635.742188	-12.37	-7.32	0.46
12638.671875	-12.37	-7.55	0.49
12641.601563	-12.37	-7.78	0.82
12644.531250	-12.38	-8.02	0.83
12647.460938	-12.38	-8.28	0.83
12650.390625	-12.39	-8.55	0.74
12653.320313	-12.39	-8.83	0.74
12656.250000	-12.40	-9.13	0.49
12659.179688	-12.40	-9.43	0.14
12662.109375	-12.40	-9.74	0.42
12665.039063	-12.41	-10.05	0.64
12667.968750	-12.41	-10.36	0.69
12670.898438	-12.42	-10.68	0.53
12673.828125	-12.42	-11.00	0.56
12676.757813	-12.43	-11.32	0.80
12679.687500	-12.43	-11.65	0.62
12682.617188	-12.43	-11.97	0.22
12685.546875	-12.44	-12.30	0.30
12688.476563	-12.44	-12.65	0.46
12691.406250	-12.45	-13.02	0.57
12694.335938	-12.45	-13.39	0.58
12697.265625	-12.46	-13.77	0.56
12700.195313	-12.46	-14.15	0.57
12703.125000	-12.47	-14.53	0.47
12706.054688	-12.47	-14.90	0.22
12708.984375	-12.48	-15.27	0.57
12711.914063	-12.48	-15.63	0.01
12714.843750	-12.48	-15.98	0.29
12717.773438	-12.49	-16.33	0.48
12720.703125	-12.49	-16.67	0.40
12723.632813	-12.50	-17.03	0.32
12726.562500	-12.50	-17.39	0.51
12729.492188	-12.51	-17.76	0.21
12732.421875	-12.51	-18.15	0.11
12735.351563	-12.52	-18.53	0.13
12738.281250	-12.52	-18.92	0.51
12741.210938	-12.53	-19.30	0.58
12744.140625	-12.53	-19.67	0.65
12747.070313	-12.54	-20.04	0.21
12750.000000	-12.54	-20.41	0.60
12752.929688	-12.55	-20.77	0.42
12755.859375	-12.55	-21.12	0.52
12758.789063	-12.55	-21.47	0.25
12761.718750	-12.56	-21.82	0.37
12764.648438	-12.56	-22.16	0.54
12767.578125	-12.57	-22.51	0.48
12770.507813	-12.57	-22.87	0.41
12773.437500	-12.58	-23.22	0.28
12776.367188	-12.58	-23.57	0.13
12779.296875	-12.59	-23.93	0.03
12782.226563	-12.59	-24.27	0.09
12785.156250	-12.60	-24.61	0.02
12788.085938	-12.60	-24.94	0.45
12791.015625	-12.60	-25.26	0.76
12793.945313	-12.61	-25.57	0.82
12796.875000	-12.61	-25.87	0.49
12799.804688	-12.62	-26.16	0.06
12802.734375	-12.62	-26.44	0.13
12805.664063	-12.63	-26.73	0.48
12808.593750	-12.63	-27.01	0.63
12811.523438	-12.64	-27.27	0.48
12814.453125	-12.64	-27.53	0.14
12817.382813	-12.65	-27.79	0.34
12820.312500	-12.65	-28.03	0.45
12823.242188	-12.65	-28.27	0.74
12826.171875	-12.66	-28.51	0.80
12829.101563	-12.66	-28.73	0.36
12832.031250	-12.67	-28.94	0.59
12834.960938	-12.67	-29.15	0.28
12837.890625	-12.68	-29.35	0.26
12840.820313	-12.68	-29.55	0.41
12843.750000	-12.69	-29.74	0.11
12846.679688	-12.69	-29.92	0.30
12849.609375	-12.70	-30.11	0.63
12852.539063	-12.70	-30.31	0.69
12855.468750	-12.71	-30.52	0.58
12858.398438	-12.71	-30.74	0.24
12861.328125	-12.72	-30.96	0.68
12864.257813	-12.72	-31.17	0.48
12867.187500	-12.73	-31.36	0.52
12870.117188	-12.73	-31.55	0.38
12873.046875	-12.74	-31.72	0.42
12875.976563	-12.74	-31.90	0.60
12878.906250	-12.75	-32.07	0.62
12881.835938	-12.75	-32.24	0.71
12884.765625	-12.76	-32.41	0.16
12887.695313	-12.76	-32.58	0.17
12890.625000	-12.77	-32.74	0.76
12893.554688	-12.77	-32.91	0.52
12896.484375	-12.78	-33.09	0.68
12899.414063	-12.78	-33.26	0.75
12902.343750	-12.79	-33.43	0.64
12905.273438	-12.79	-33.61	0.31
12908.203125	-12.80	-33.79	0.28
12911.132813	-12.80	-33.98	0.36
12914.062500	-12.81	-34.18	0.24
12916.992188	-12.81	-34.37	0.65
12919.921875	-12.82	-34.58	0.71
12922.851563	-12.82	-34.79	0.63
12925.781250	-12.83	-35.02	0.59
12928.710938	-12.83	-35.25	0.63
12931.640625	-12.84	-35.49	0.26
12934.570313	-12.84	-35.73	0.41
12937.500000	-12.85	-35.97	0.70
12940.429688	-12.85	-36.22	0.56
12943.359375	-12.86	-36.47	0.70
12946.289063	-12.86	-36.72	0.74
12949.218750	-12.87	-36.98	0.67
12952.148438	-12.87	-37.25	0.42
12955.078125	-12.88	-37.51	0.15
12958.007813	-12.88	-37.78	0.58
12960.937500	-12.89	-38.05	0.47
12963.867188	-12.89	-38.32	0.69
12966.796875	-12.90	-38.60	0.88
12969.726563	-12.90	-38.88	0.85
12972.656250	-12.91	-39.16	0.68
12975.585938	-12.91	-39.44	0.71
12978.515625	-12.92	-39.72	0.87
12981.445313	-12.92	-40.01	0.78
12984.375000	-12.93	-40.30	0.67
12987.304688	-12.93	-40.58	0.22
12990.234375	-12.94	-40.87	0.25
12993.164063	-12.94	-41.15	0.30
12996.093750	-12.95	-41.43	0.35
12999.023438	-12.95	-41.71	0.11
13001.953125	-12.96	-41.98	0.20
13004.882813	-12.96	-42.25	0.34
13007.812500	-12.97	-42.53	0.38
13010.742188	-12.97	-42.80	0.39
13013.671875	-12.97	-43.07	0.32
13016.601563	-12.98	-43.34	0.65
13019.531250	-12.98	-43.60	0.39
13022.460938	-12.99	-43.86	0.49
13025.390625	-12.99	-44.11	0.17
13028.320313	-13.00	-44.37	0.33
13031.250000	-13.00	-44.63	0.45
13034.179688	-13.00	-44.90	0.18
13037.109375	-13.01	-45.16	0.14
13040.039063	-13.01	-45.42	0.38
13042.968750	-13.02	-45.68	0.37
13045.898438	-13.02	-45.94	0.31
13048.828125	-13.02	-46.20	0.29
13051.757813	-13.03	-46.46	0.33
13054.687500	-13.03	-46.71	0.48
13057.617188	-13.04	-46.96	0.75
13060.546875	-13.04	-47.20	0.66
13063.476563	-13.04	-47.43	0.36
13066.406250	-13.05	-47.66	0.35
13069.335938	-13.05	-47.90	0.56
13072.265625	-13.05	-48.13	0.54
13075.195313	-13.06	-48.35	0.49
13078.125000	-13.06	-48.58	0.40
13081.054688	-13.06	-48.80	0.41
13083.984375	-13.07	-49.02	0.20
13086.914063	-13.07	-49.25	0.70
13089.843750	-13.07	-49.47	0.65
13092.773438	-13.08	-49.69	0.78
13095.703125	-13.08	-49.90	0.59
13098.632813	-13.09	-50.11	0.48
13101.562500	-13.09	-50.32	0.66
13104.492188	-13.09	-50.52	0.67
13107.421875	-13.10	-50.72	0.51
13110.351563	-13.10	-50.92	0.44
13113.281250	-13.10	-51.12	0.06
13116.210938	-13.11	-51.33	0.65
13119.140625	-13.11	-51.53	0.73
13122.070313	-13.11	-51.73	0.11
13125.000000	-13.12	-51.93	0.34
13127.929688	-13.12	-52.13	0.29
13130.859375	-13.12	-52.34	0.27
13133.789063	-13.13	-52.53	0.43
13136.718750	-13.13	-52.74	0.46
13139.648438	-13.13	-52.94	0.40
13142.578125	-13.14	-53.15	0.11
13145.507813	-13.14	-53.36	0.47
13148.437500	-13.14	-53.56	0.53
13151.367188	-13.14	-53.77	0.23
13154.296875	-13.15	-53.98	0.46
13157.226563	-13.15	-54.19	0.38
13160.156250	-13.15	-54.41	0.45
13163.085938	-13.16	-54.61	0.81
13166.015625	-13.16	-54.83	0.76
13168.945313	-13.16	-55.05	0.30
13171.875000	-13.17	-55.28	0.40
13174.804688	-13.17	-55.50	0.32
13177.734375	-13.17	-55.72	0.52
13180.664063	-13.18	-55.94	0.28
13183.593750	-13.18	-56.16	0.59
13186.523438	-13.18	-56.37	0.33
13189.453125	-13.19	-56.58	0.42
13192.382813	-13.19	-56.79	0.37
13195.312500	-13.19	-57.00	0.33
13198.242188	-13.20	-57.22	0.34
13201.171875	-13.20	-57.42	0.17
13204.101563	-13.20	-57.62	0.57
13207.031250	-13.21	-57.82	0.68
13209.960938	-13.21	-58.01	0.39
13212.890625	-13.21	-58.20	0.35
13215.820313	-13.22	-58.38	0.77
13218.750000	-13.22	-58.57	0.83
13221.679688	-13.22	-58.77	0.47
13224.609375	-13.23	-58.98	0.43
13227.539063	-13.23	-59.18	0.44
13230.468750	-13.23	-59.38	0.56
13233.398438	-13.24	-59.59	0.12
13236.328125	-13.24	-59.80	0.33
13239.257813	-13.24	-60.01	0.35
13242.187500	-13.25	-60.23	0.41
13245.117188	-13.25	-60.44	0.32
13248.046875	-13.25	-60.66	0.67
13250.976563	-13.25	-60.88	0.49
13253.906250	-13.26	-61.11	0.42
13256.835938	-13.26	-61.34	0.61
13259.765625	-13.26	-61.57	0.56
13262.695313	-13.27	-61.80	0.53
13265.625000	-13.27	-62.03	0.13
13268.554688	-13.27	-62.26	0.56
13271.484375	-13.27	-62.49	0.49
13274.414063	-13.28	-62.73	0.64
13277.343750	-13.28	-62.98	0.71
13280.273438	-13.28	-63.23	0.44
13283.203125	-13.28	-63.49	0.42
13286.132813	-13.29	-63.76	0.48
13289.062500	-13.29	-64.02	0.60
13291.992188	-13.29	-64.29	0.45
13294.921875	-13.30	-64.56	0.48
13297.851563	-13.30	-64.84	0.73
13300.781250	-13.30	-65.11	0.60
13303.710938	-13.30	-65.40	0.83
13306.640625	-13.31	-65.69	0.77
13309.570313	-13.31	-65.98	0.80
13312.500000	-13.31	-66.27	0.50
13315.429688	-13.31	-66.55	0.63
13318.359375	-13.32	-66.84	0.69
13321.289063	-13.32	-67.12	0.71
13324.218750	-13.32	-67.41	0.76
13327.148438	-13.32	-67.70	0.46
13330.078125	-13.33	-67.98	0.86
13333.007813	-13.33	-68.25	0.91
13335.937500	-13.33	-68.51	0.94
13338.867188	-13.33	-68.76	0.82
13341.796875	-13.33	-69.00	0.57
13344.726563	-13.34	-69.24	0.28
13347.656250	-13.34	-69.48	0.11
13350.585938	-13.34	-69.71	0.32
13353.515625	-13.34	-69.95	0.35
13356.445313	-13.35	-70.19	0.12
13359.375000	-13.35	-70.43	0.66
13362.304688	-13.35	-70.66	0.45
13365.234375	-13.35	-70.89	0.47
13368.164063	-13.36	-71.13	0.61
13371.093750	-13.36	-71.36	0.36
13374.023438	-13.36	-71.59	0.47
13376.953125	-13.36	-71.83	0.13
13379.882813	-13.36	-72.06	0.53
13382.812500	-13.37	-72.29	0.60
13385.742188	-13.37	-72.53	0.58
13388.671875	-13.37	-72.76	0.64
13391.601563	-13.37	-73.01	0.43
13394.531250	-13.37	-73.25	0.29
13397.460938	-13.37	-73.50	0.23
13400.390625	-13.38	-73.75	0.59
13403.320313	-13.38	-73.99	0.61
13406.250000	-13.38	-74.23	0.60
13409.179688	-13.38	-74.46	0.24
13412.109375	-13.38	-74.69	0.61
13415.039063	-13.38	-74.92	0.21
13417.968750	-13.38	-75.14	0.44
13420.898438	-13.39	-75.36	0.11
13423.828125	-13.39	-75.58	0.71
13426.757813	-13.39	-75.80	0.72
13429.687500	-13.39	-76.02	0.86
13432.617188	-13.39	-76.25	0.89
13435.546875	-13.39	-76.48	0.86
13438.476563	-13.39	-76.70	0.70
13441.406250	-13.39	-76.93	0.66
13444.335938	-13.39	-77.15	0.60
13447.265625	-13.40	-77.38	0.68
13450.195313	-13.40	-77.60	0.82
13453.125000	-13.40	-77.82	0.74
13456.054688	-13.40	-78.02	0.65
13458.984375	-13.40	-78.23	0.70
13461.914063	-13.40	-78.44	0.65
13464.843750	-13.40	-78.65	0.61
13467.773438	-13.40	-78.86	0.49
13470.703125	-13.40	-79.06	0.58
13473.632813	-13.40	-79.26	0.41
13476.562500	-13.41	-79.46	0.56
13479.492188	-13.41	-79.66	0.45
13482.421875	-13.41	-79.85	0.69
13485.351563	-13.41	-80.03	0.67
13488.281250	-13.41	-80.22	0.56
13491.210938	-13.41	-80.40	0.61
13494.140625	-13.41	-80.58	0.77
13497.070313	-13.41	-80.75	0.80
13500.000000	-13.41	-80.91	0.55
13502.929688	-13.41	-81.06	0.12
13505.859375	-13.42	-81.21	0.58
13508.789063	-13.42	-81.35	0.38
13511.718750	-13.42	-81.49	0.64
13514.648438	-13.42	-81.63	0.66
13517.578125	-13.42	-81.77	0.63
13520.507813	-13.42	-81.91	0.79
13523.437500	-13.42	-82.05	0.59
13526.367188	-13.42	-82.19	0.54
13529.296875	-13.43	-82.33	0.46
13532.226563	-13.43	-82.46	0.82
13535.156250	-13.43	-82.59	0.67
13538.085938	-13.43	-82.71	0.58
13541.015625	-13.43	-82.83	0.40
13543.945313	-13.43	-82.94	0.59
13546.875000	-13.43	-83.05	0.82
13549.804688	-13.43	-83.15	0.66
13552.734375	-13.44	-83.25	0.71
13555.664063	-13.44	-83.35	0.71
13558.593750	-13.44	-83.45	0.76
13561.523438	-13.44	-83.56	0.56
13564.453125	-13.44	-83.68	0.47
13567.382813	-13.44	-83.79	0.50
13570.312500	-13.45	-83.91	0.31
13573.242188	-13.45	-84.02	0.62
13576.171875	-13.45	-84.13	0.60
13579.101563	-13.45	-84.23	0.76
13582.031250	-13.45	-84.33	0.81
13584.960938	-13.45	-84.42	0.83
13587.890625	-13.45	-84.52	0.78
13590.820313	-13.46	-84.62	0.93
13593.750000	-13.46	-84.71	0.81
13596.679688	-13.46	-84.79	0.54
13599.609375	-13.46	-84.88	0.59
13602.539063	-13.46	-84.96	0.84
13605.468750	-13.46	-85.05	0.85
13608.398438	-13.46	-85.14	0.61
13611.328125	-13.47	-85.24	0.35
13614.257813	-13.47	-85.35	0.73
13617.187500	-13.47	-85.44	0.46
